,TEMP,DEWP,SLP,STP,VISIB,WDSP,PRCP
1990-01-01,44.85714285714285,42.728571428571435,9999.9,999.8999999999999,5.3999999999999995,6.042857142857144,0.26857142857142857
1990-01-08,43.48571428571428,37.04285714285714,9999.9,999.8999999999999,5.671428571428571,3.0714285714285707,0.002857142857142857
1990-01-15,44.285714285714285,38.55714285714286,9999.9,999.8999999999999,5.028571428571429,3.914285714285714,0.004285714285714286
1990-01-22,47.5,45.48571428571429,9999.9,999.8999999999999,5.357142857142857,9.385714285714286,0.3757142857142858
1990-02-01,49.65714285714286,45.07142857142857,9999.9,999.8999999999999,5.6571428571428575,12.257142857142856,0.5
1990-02-08,50.371428571428574,48.714285714285715,9999.9,999.8999999999999,3.8714285714285714,9.87142857142857,0.4
1990-02-15,51.042857142857144,48.01428571428572,9999.9,999.8999999999999,5.342857142857143,7.642857142857144,0.17
1990-02-22,52.971428571428575,48.457142857142856,9999.9,999.8999999999999,5.0,6.871428571428572,0.045714285714285714
1990-03-01,47.771428571428565,32.357142857142854,9999.9,999.8999999999999,6.3,7.814285714285715,0.002857142857142857
1990-03-08,53.82857142857143,45.6,9999.9,999.8999999999999,5.071428571428571,4.5285714285714285,0.07285714285714286
1990-03-15,59.385714285714286,45.91428571428571,9999.9,999.8999999999999,6.057142857142858,4.828571428571428,0.0
1990-03-22,48.50000000000001,39.357142857142854,9999.9,999.8999999999999,6.142857142857143,8.685714285714287,0.0
1990-04-01,48.31428571428571,43.34285714285714,9999.9,999.8999999999999,5.742857142857142,7.500000000000001,0.3942857142857143
1990-04-08,47.11428571428572,43.32857142857143,9999.9,999.8999999999999,5.142857142857144,7.1000000000000005,0.06142857142857142
1990-04-15,46.542857142857144,42.87142857142857,9999.9,999.8999999999999,5.1571428571428575,6.257142857142857,0.08571428571428573
1990-04-22,51.614285714285714,43.871428571428574,9999.9,999.8999999999999,4.2,7.042857142857144,0.05714285714285715
1990-05-01,63.52857142857143,45.88571428571429,9999.9,999.8999999999999,6.242857142857142,4.142857142857142,0.17428571428571432
1990-05-08,57.67142857142857,50.6,9999.9,999.8999999999999,5.642857142857143,7.614285714285714,0.09142857142857143
1990-05-15,57.357142857142854,51.271428571428565,9999.9,999.8999999999999,5.757142857142858,4.871428571428572,0.05142857142857143
1990-05-22,57.91428571428572,52.614285714285714,9999.9,999.8999999999999,3.757142857142857,4.728571428571428,0.05428571428571429
1990-06-01,58.642857142857146,52.91428571428571,9999.9,999.8999999999999,5.142857142857143,5.514285714285713,0.022857142857142857
1990-06-08,59.614285714285714,50.25714285714285,9999.9,999.8999999999999,6.128571428571428,8.628571428571428,0.002857142857142857
1990-06-15,57.800000000000004,52.08571428571429,9999.9,999.8999999999999,5.3,6.071428571428571,0.002857142857142857
1990-06-22,61.77142857142858,55.185714285714276,9999.9,999.8999999999999,4.985714285714286,5.514285714285714,0.011428571428571429
1990-07-01,60.32857142857142,51.74285714285714,9999.9,999.8999999999999,5.842857142857143,6.057142857142857,0.028571428571428574
1990-07-08,67.05714285714285,55.32857142857142,9999.9,999.8999999999999,5.699999999999998,6.671428571428571,0.0
1990-07-15,77.38571428571429,56.55714285714286,9999.9,999.8999999999999,5.685714285714286,4.042857142857143,0.0
1990-07-22,69.87142857142858,56.699999999999996,9999.9,999.8999999999999,5.628571428571428,5.557142857142858,0.045714285714285714
1990-08-01,70.41428571428573,56.77142857142858,9999.9,999.8999999999999,4.142857142857143,6.285714285714286,0.0
1990-08-08,67.65714285714286,51.671428571428564,9999.9,999.8999999999999,4.714285714285714,5.2,0.0
1990-08-15,66.77142857142859,55.44285714285714,9999.9,999.8999999999999,5.785714285714286,6.457142857142857,0.0
1990-08-22,68.21428571428571,57.357142857142854,9999.9,999.8999999999999,3.857142857142857,4.257142857142858,0.002857142857142857
1990-09-01,64.84285714285714,56.81428571428571,9999.9,999.8999999999999,5.671428571428572,6.728571428571429,0.005714285714285714
1990-09-08,67.98571428571428,56.84285714285714,9999.9,999.8999999999999,5.614285714285714,4.642857142857144,0.0
1990-09-15,66.38571428571429,55.51428571428572,9999.9,999.8999999999999,5.0,4.528571428571429,0.0
1990-09-22,63.11428571428571,52.01428571428572,9999.9,999.8999999999999,5.714285714285715,4.642857142857143,0.055714285714285716
1990-10-01,57.628571428571426,49.77142857142858,9999.9,999.8999999999999,5.6000000000000005,5.514285714285714,0.08142857142857143
1990-10-08,58.942857142857136,47.642857142857146,9999.9,999.8999999999999,6.085714285714286,7.414285714285714,0.24714285714285714
1990-10-15,52.89999999999999,48.74285714285715,9999.9,999.8999999999999,5.114285714285714,8.157142857142857,0.7642857142857142
1990-10-22,53.12857142857143,49.9,9999.9,999.8999999999999,4.628571428571428,9.714285714285714,0.8828571428571428
1990-11-01,48.41428571428571,41.35714285714287,9999.9,999.8999999999999,6.385714285714286,5.571428571428571,0.06571428571428571
1990-11-08,53.88571428571429,49.457142857142856,9999.9,999.8999999999999,5.2142857142857135,4.442857142857142,0.028571428571428574
1990-11-15,50.05714285714286,48.62857142857143,9999.9,999.8999999999999,3.7285714285714286,4.171428571428571,0.22
1990-11-22,41.371428571428574,40.15714285714286,9999.9,999.8999999999999,4.871428571428572,4.957142857142857,0.5228571428571428
1990-12-01,43.48571428571429,33.38571428571428,9999.9,999.8999999999999,6.028571428571428,5.828571428571428,0.0
1990-12-08,42.22857142857142,38.97142857142857,9999.9,999.8999999999999,4.8428571428571425,5.685714285714285,0.18000000000000002
1990-12-15,39.285714285714285,30.599999999999998,9999.9,999.8999999999999,6.1571428571428575,5.742857142857142,0.0
1990-12-22,46.82857142857142,44.15714285714286,9999.9,999.8999999999999,3.5142857142857147,6.871428571428572,0.1842857142857143
1991-01-01,47.17142857142857,45.357142857142854,9999.9,999.8999999999999,4.614285714285714,10.585714285714285,0.52
1991-01-08,44.685714285714276,41.74285714285715,8718.585714285715,999.8999999999999,4.957142857142857,8.8,0.8457142857142855
1991-01-15,45.38571428571429,40.6,9999.9,999.8999999999999,5.128571428571428,6.471428571428571,0.38428571428571423
1991-01-22,40.81428571428571,32.45714285714286,9999.9,999.8999999999999,6.271428571428571,4.371428571428572,0.0
1991-02-01,43.07142857142857,40.957142857142856,9999.9,999.8999999999999,4.6000000000000005,6.7285714285714295,0.3685714285714286
