,TEMP,DEWP,SLP,STP,VISIB,WDSP,PRCP
2000-01-01,53.54285714285714,35.1,1022.2142857142857,999.8999999999999,9.014285714285716,1.5714285714285714,14.284285714285714
2000-01-08,55.94285714285714,45.57142857142856,1020.7285714285714,999.8999999999999,6.3999999999999995,1.1428571428571428,0.0
2000-01-15,62.98571428571428,51.714285714285715,1018.8857142857142,999.8999999999999,9.128571428571428,1.3,0.07142857142857144
2000-01-22,57.885714285714286,48.48571428571428,1018.742857142857,999.8999999999999,6.971428571428572,1.5,2.3607518796992486
2000-02-01,60.60000000000001,43.785714285714285,1021.3571428571429,999.8999999999999,8.714285714285715,1.7142857142857142,0.0
2000-02-08,57.05714285714284,51.41428571428571,1018.8857142857142,999.8999999999999,7.642857142857143,2.542857142857143,4.581503759398495
2000-02-15,56.957142857142856,45.971428571428575,1017.0714285714286,999.8999999999999,8.614285714285712,2.6571428571428575,3.1309774436090225
2000-02-22,53.2,46.08571428571429,1019.4428571428573,999.8999999999999,8.700000000000001,1.8857142857142857,4.631127819548872
2000-03-01,53.271428571428565,45.042857142857144,1013.9,999.8999999999999,9.4,2.9142857142857146,2.3388721804511277
2000-03-08,58.08571428571429,47.94285714285714,1019.2428571428571,999.8999999999999,8.114285714285716,2.1428571428571432,0.768721804511278
2000-03-15,61.699999999999996,47.185714285714276,1013.9714285714284,999.8999999999999,6.2142857142857135,2.857142857142857,0.0
2000-03-22,58.5,49.5,1017.0857142857142,999.8999999999999,9.4,2.228571428571428,0.0
2000-04-01,64.12857142857142,48.114285714285714,1017.3285714285713,999.8999999999999,7.128571428571428,2.857142857142857,0.0
2000-04-08,61.82857142857143,53.042857142857144,1016.1285714285714,999.8999999999999,7.242857142857143,2.5714285714285716,0.0
2000-04-15,59.25714285714286,50.78571428571428,1015.9285714285713,999.8999999999999,9.114285714285714,3.1,0.764360902255639
2000-04-22,63.971428571428575,56.04285714285714,1014.8000000000001,999.8999999999999,8.214285714285714,2.342857142857143,14.284285714285714
2000-05-01,66.14285714285714,57.285714285714285,1013.0142857142856,999.8999999999999,8.2,2.642857142857143,0.0
2000-05-08,65.15714285714286,47.385714285714286,1014.4428571428571,999.8999999999999,9.457142857142857,3.1,0.0
2000-05-15,65.18571428571428,54.371428571428574,1014.1857142857143,999.8999999999999,8.62857142857143,2.914285714285714,0.0
2000-05-22,66.88571428571427,59.88571428571429,1011.9142857142858,999.8999999999999,4.4714285714285715,2.3714285714285714,14.284285714285714
2000-06-01,68.28571428571429,59.699999999999996,1014.7428571428571,999.8999999999999,7.471428571428572,2.8428571428571425,0.0
2000-06-08,67.7,57.68571428571429,1012.0857142857143,999.8999999999999,9.342857142857143,2.8857142857142857,0.0
2000-06-15,68.77142857142857,60.9,1011.0,999.8999999999999,8.77142857142857,3.1857142857142855,0.0
2000-06-22,71.74285714285715,62.457142857142856,1012.9714285714284,999.8999999999999,7.957142857142856,2.7714285714285714,0.0
2000-07-01,68.72857142857143,59.8,1013.5428571428571,999.8999999999999,8.642857142857142,2.814285714285714,0.0
2000-07-08,67.94285714285715,57.328571428571436,1015.5428571428573,999.8999999999999,9.228571428571428,2.9285714285714284,0.0
2000-07-15,71.17142857142858,59.07142857142857,1014.1,999.8999999999999,9.057142857142857,2.742857142857143,0.0
2000-07-22,72.57142857142857,62.800000000000004,1012.9285714285714,999.8999999999999,7.485714285714287,2.4714285714285715,0.0
2000-08-01,73.38571428571429,65.52857142857144,1012.2571428571429,999.8999999999999,7.942857142857143,2.771428571428572,0.0
2000-08-08,73.92857142857143,61.199999999999996,1011.3571428571429,999.8999999999999,7.714285714285714,2.4,0.0
2000-08-15,75.02857142857144,62.914285714285704,1013.6857142857142,999.8999999999999,8.5,2.3000000000000003,0.0
2000-08-22,70.32857142857144,62.97142857142858,1013.2571428571429,999.8999999999999,8.071428571428571,2.6857142857142855,0.0
2000-09-01,69.17142857142858,57.08571428571429,1013.5714285714286,999.8999999999999,9.871428571428572,2.471428571428571,0.0
2000-09-08,70.20827067669174,58.15714285714286,1078.3661654135337,790.6172932330827,8.053383458646616,1.9323308270676693,0.0
2000-09-15,74.39999999999999,62.142857142857146,1008.8571428571429,999.8999999999999,7.3428571428571425,2.8714285714285714,0.0
2000-09-22,69.08571428571429,60.18571428571429,1013.1857142857143,999.8999999999999,8.885714285714284,2.314285714285714,14.284285714285714
2000-10-01,66.85714285714286,60.98571428571428,1012.2857142857144,999.8999999999999,6.799999999999999,2.442857142857143,0.0
2000-10-08,63.09999999999999,53.27142857142858,1015.0428571428571,999.8999999999999,8.5,2.4428571428571426,14.284285714285714
2000-10-15,64.95714285714286,56.714285714285715,1014.2857142857143,999.8999999999999,4.771428571428572,1.9714285714285718,0.0
2000-10-22,63.614285714285714,53.31428571428571,1013.0285714285714,999.8999999999999,9.614285714285714,2.0,1.5197744360902254
2000-11-01,61.35714285714285,40.82857142857143,1013.7285714285715,999.8999999999999,9.028571428571428,1.6142857142857143,0.0
2000-11-08,54.87142857142857,36.18571428571429,1015.6428571428571,999.8999999999999,9.828571428571427,1.9428571428571428,0.0
2000-11-15,57.35714285714285,26.58571428571429,1019.2857142857144,999.8999999999999,9.728571428571428,1.842857142857143,0.0
2000-11-22,57.5,31.271428571428572,1018.3714285714286,999.8999999999999,5.671428571428571,1.042857142857143,0.0
2000-12-01,59.771428571428565,29.35714285714286,1018.342857142857,999.8999999999999,5.9142857142857155,0.8571428571428571,14.284285714285714
2000-12-08,56.68571428571429,33.285714285714285,1017.6999999999999,999.8999999999999,8.4,1.542857142857143,0.0
2000-12-15,58.75714285714286,34.15714285714286,1021.0142857142856,999.8999999999999,8.414285714285713,1.3285714285714287,0.0
2000-12-22,54.04285714285714,39.32857142857143,1018.9142857142857,999.8999999999999,5.442857142857143,0.9428571428571428,0.0
2001-01-01,59.628571428571426,37.542857142857144,1019.9285714285714,999.8999999999999,7.357142857142857,0.8571428571428571,0.0
2001-01-08,51.75714285714286,46.957142857142856,1016.3285714285714,999.8999999999999,7.014285714285715,2.1142857142857143,0.09684210526315791
2001-01-15,52.32857142857143,32.542857142857144,1020.8285714285713,999.8999999999999,9.585714285714287,1.385714285714286,0.0
2001-01-22,50.98571428571429,43.75714285714286,1018.757142857143,999.8999999999999,8.071428571428571,1.5857142857142854,0.2295884447962011
2001-02-01,60.557142857142864,39.04285714285714,1017.9142857142858,999.8999999999999,9.657142857142857,1.5999999999999999,14.284285714285714
2001-02-08,49.84285714285715,40.27142857142858,1014.7714285714286,999.8999999999999,8.928571428571429,3.057142857142857,0.3118084685397704
2001-02-15,53.771428571428565,45.028571428571425,1021.342857142857,999.8999999999999,8.242857142857144,1.9857142857142858,1.040352196280174
2001-02-22,51.48571428571428,46.74285714285714,1014.8714285714286,999.8999999999999,8.642857142857142,3.071428571428572,0.3640443213296399
2001-03-01,55.957142857142856,48.199999999999996,1015.1714285714286,999.8999999999999,9.285714285714286,2.6999999999999997,0.9583616937079539
2001-03-08,57.07142857142858,47.92857142857143,1016.4857142857143,999.8999999999999,9.071428571428571,2.085714285714286,14.284285714285714
2001-03-15,61.557142857142864,53.28571428571429,1015.5857142857142,999.8999999999999,6.542857142857144,1.8571428571428572,0.0
2001-03-22,59.51428571428572,54.05714285714286,1016.2571428571429,999.8999999999999,7.0857142857142845,2.1714285714285713,0.0
2001-04-01,57.01428571428572,48.65714285714285,1014.1142857142858,999.8999999999999,8.757142857142856,3.5428571428571436,14.284285714285714
2001-04-08,55.05714285714286,44.61428571428571,1017.1,999.8999999999999,9.671428571428573,2.885714285714286,0.0
2001-04-15,58.58571428571429,48.41428571428571,1016.4,999.8999999999999,8.857142857142858,2.728571428571428,14.284285714285714
2001-04-22,63.89999999999999,49.285714285714285,1016.3285714285715,999.8999999999999,7.171428571428573,2.7714285714285714,0.0
2001-05-01,64.71428571428571,51.64285714285715,1014.0714285714286,999.8999999999999,7.257142857142857,2.3428571428571425,0.0
2001-05-08,65.14285714285714,57.142857142857146,1013.9000000000002,999.8999999999999,5.571428571428571,2.6857142857142864,0.0
