,TEMP,DEWP,SLP,STP,VISIB,WDSP,PRCP
1990-01-01,43.3,19.657142857142855,1016.6142857142858,999.8999999999999,18.2,7.571428571428572,0.0
1990-01-08,44.028571428571425,26.328571428571426,1018.3857142857142,999.8999999999999,7.828571428571429,6.457142857142856,0.022857142857142857
1990-01-15,39.128571428571426,26.485714285714284,1018.3857142857142,999.8999999999999,6.299999999999999,6.057142857142858,14.405714285714286
1990-01-22,38.07142857142857,15.614285714285716,1021.5857142857143,999.8999999999999,13.857142857142858,6.999999999999999,0.0
1990-02-01,39.32857142857143,30.285714285714285,1026.857142857143,999.8999999999999,4.142857142857143,6.342857142857143,0.20285714285714285
1990-02-08,45.41428571428572,30.02857142857143,1022.5857142857143,999.8999999999999,7.371428571428573,7.285714285714286,14.36142857142857
1990-02-15,48.22857142857142,37.68571428571429,1023.5142857142857,999.8999999999999,5.3999999999999995,7.500000000000002,14.549999999999999
1990-02-22,51.12857142857143,40.98571428571428,1019.8999999999999,999.8999999999999,4.885714285714285,6.0,14.434285714285716
1990-03-01,47.92857142857143,32.32857142857143,1010.8428571428573,999.8999999999999,6.1571428571428575,8.6,0.11
1990-03-08,51.271428571428565,27.457142857142856,1016.8571428571429,999.8999999999999,11.671428571428569,9.77142857142857,4.233444878545948
1990-03-15,52.285714285714285,26.771428571428572,1016.1000000000001,999.8999999999999,9.585714285714285,8.200000000000001,14.290000000000001
1990-03-22,53.642857142857146,31.699999999999996,1018.6857142857144,999.8999999999999,9.957142857142857,8.885714285714286,0.0
1990-04-01,58.15714285714286,39.042857142857144,1011.1571428571427,999.8999999999999,10.428571428571429,8.77142857142857,0.10428571428571429
1990-04-08,60.699999999999996,42.82857142857143,1014.7285714285714,999.8999999999999,6.514285714285714,6.585714285714286,14.379999999999999
1990-04-15,52.357142857142854,43.48571428571428,1013.2714285714285,999.8999999999999,4.242857142857143,6.314285714285715,0.3828571428571429
1990-04-22,62.32857142857142,48.35714285714285,1012.8142857142857,999.8999999999999,7.114285714285715,6.785714285714286,14.525714285714285
1990-05-01,61.25714285714285,50.44285714285714,1016.0285714285714,999.8999999999999,7.3,6.914285714285714,14.361428571428572
1990-05-08,69.14285714285714,58.199999999999996,1009.5571428571429,999.8999999999999,4.4714285714285715,6.214285714285714,14.799999999999999
1990-05-15,66.89999999999999,49.4,1010.7714285714285,999.8999999999999,8.8,7.485714285714285,14.364285714285714
1990-05-22,67.14285714285714,48.357142857142854,1014.8000000000001,999.8999999999999,5.4142857142857155,5.857142857142857,0.019999999999999997
1990-06-01,71.05714285714285,58.62857142857143,1010.8285714285713,999.8999999999999,4.642857142857143,6.557142857142857,14.44142857142857
1990-06-08,73.91428571428573,63.81428571428571,1009.7142857142857,999.8999999999999,4.414285714285715,7.600000000000001,3.8918056735179203
1990-06-15,77.45714285714284,65.57142857142857,1009.6857142857142,999.8999999999999,5.871428571428572,7.028571428571429,0.017142857142857144
1990-06-22,76.57142857142857,64.2,1008.0571428571428,999.8999999999999,4.714285714285714,6.028571428571429,14.31
